video_id,original_title,cleaned_title,title_polarity,title_subjectivity,title_length_chars,title_length_words,avg_word_length,has_hashtag,hashtag_count,has_question,has_exclamation,has_shorts
vid_14,ajeeb superpower wale bacche #short #viral,ajeeb superpower wale bacche short viral,0.0,0.3,40,6,6.666666666666667,1,2,0,0,0
vid_15,seorang bocah mendorong kereta adiknya hingga terjatuh #alurcerita #film #movie #movies,seorang bocah mendorong kereta adiknya hingga terjatuh alurcerita film movie movies,0.0,0.0,83,11,7.545454545454546,1,4,0,0,0
vid_16,Pathaan Movie Facts | Shahrukh Khan Pathan movie Review | #pathan #srk #review #shorts,Pathaan Movie Facts   Shahrukh Khan Pathan movie Review   pathan srk review shorts,0.0,0.0,82,12,6.833333333333333,1,4,0,0,1
vid_17,One of my favorite movies of all time #movies #shorts,One of my favorite movies of all time movies shorts,0.5,1.0,51,10,5.1,1,2,0,0,1
vid_18,Movies coming out in 2026…😳 #nostalgia,Movies coming out in 2026   nostalgia,0.0,0.0,37,6,6.166666666666667,1,1,0,0,0
vid_19,Highway to Hell | ACTION | Full Movie,Highway to Hell   ACTION   Full Movie,0.22499999999999998,0.325,37,6,6.166666666666667,0,0,0,0,0
vid_20,"Superhit (HD) Blockbuster Superhit South Indian Hindi Dubbed Action Movie | Tamannaah, Ileana",Superhit  HD  Blockbuster Superhit South Indian Hindi Dubbed Action Movie   Tamannaah  Ileana,0.1,0.1,93,12,7.75,0,0,0,0,0
vid_21,Hyena | Dwayne Johnson | New Action Movie 2024 | Full Action Movie | 4K Ultra #actionmovies,Hyena   Dwayne Johnson   New Action Movie 2024   Full Action Movie   4K Ultra actionmovies,0.17159090909090907,0.30113636363636365,90,13,6.923076923076923,1,1,0,0,0
vid_22,Will the Blind man defeat the King? #shorts #viral #movies #movierecap,Will the Blind man defeat the King  shorts viral movies movierecap,-0.5,0.6666666666666666,66,11,6.0,1,4,1,0,1
vid_23,2024 Action Movie:Terrorists Steal Life-Saving Drugs: Special Forces Fight to Protect! #hollywood,2024 Action Movie Terrorists Steal Life Saving Drugs  Special Forces Fight to Protect  hollywood,0.2285714285714286,0.3357142857142857,96,14,6.857142857142857,1,1,0,1,0
vid_24,Cute collage love story hindi explain #short #movie #shorts,Cute collage love story hindi explain short movie shorts,0.3333333333333333,0.6333333333333334,56,9,6.222222222222222,1,3,0,0,1
vid_25,Symbiotes best transformation in Venom movies,Symbiotes best transformation in Venom movies,1.0,0.3,45,6,7.5,0,0,0,0,0
vid_26,one of my favorite movies of all time#movie #shorts,one of my favorite movies of all timemovie shorts,0.5,1.0,49,9,5.444444444444445,1,2,0,0,1
vid_27,He can control technology with his mind 😱 #shorts #viral #movies #cinemarecap,He can control technology with his mind   shorts viral movies cinemarecap,0.0,0.0,73,11,6.636363636363637,1,4,0,0,1
vid_28,South Movie Maestro Explained In Hindi #short #movie #southmovie,South Movie Maestro Explained In Hindi short movie southmovie,0.0,0.3,61,9,6.777777777777778,1,3,0,0,0
vid_29,MEDAL (Full Movie) - Jayy Randhawa - Baani Sandhu - Latest Punjabi Movies - Geet MP3,MEDAL  Full Movie    Jayy Randhawa   Baani Sandhu   Latest Punjabi Movies   Geet MP3,0.425,0.7250000000000001,84,12,7.0,0,0,0,0,0
vid_30,आदिवासी गांव में घुसे फिर जो हुआ || hidimbha full movie hindi explain || #explain,                                    hidimbha full movie hindi explain    explain,0.35,0.55,80,6,13.333333333333334,1,1,0,0,0
vid_31,Akshay Kumar Ki Kismat Sunny Deol Ne Badla ? New South Indian Movies Dubbed In Hindi 2024 Full,Akshay Kumar Ki Kismat Sunny Deol Ne Badla   New South Indian Movies Dubbed In Hindi 2024 Full,0.24318181818181817,0.5022727272727273,94,17,5.529411764705882,0,0,1,0,0
vid_32,expensive mistake 😂 #memes #funnymemes #memesdaily #explorepage #wholesome #movie #movies #jokes #fy,expensive mistake   memes funnymemes memesdaily explorepage wholesome movie movies jokes fy,-0.5,0.7,91,11,8.272727272727273,1,9,0,0,0
vid_33,Coincée dans l’aquarium pendant un tour de magie ! 😱 #film #movies #series,Coinc e dans l aquarium pendant un tour de magie     film movies series,0.0,0.0,71,13,5.461538461538462,1,3,0,1,0
vid_34,The Best Adventure Movie | A perilous journey leads to a legend | Full Movie in English HD,The Best Adventure Movie   A perilous journey leads to a legend   Full Movie in English HD,0.45,0.2833333333333334,90,16,5.625,0,0,0,0,0
vid_35,"Maa"" Hindi Dubbed Blockbuster Action Movie Full HD 1080p | Rajsekhar, Soundarya, Kasthuri",Maa  Hindi Dubbed Blockbuster Action Movie Full HD 1080p   Rajsekhar  Soundarya  Kasthuri,0.22499999999999998,0.325,89,12,7.416666666666667,0,0,0,0,0
vid_36,Best Detail of Chhaava Movie!? ❤️‍🩹 #vickykaushal #bollywood,Best Detail of Chhaava Movie        vickykaushal bollywood,1.0,0.3,58,7,8.285714285714286,1,2,1,1,0
vid_37,POV: people in movies vs real life #relatable #comedy #skit #pov,POV  people in movies vs real life relatable comedy skit pov,0.2,0.30000000000000004,60,11,5.454545454545454,1,4,0,0,0
vid_38,Quentin picks his perfect movies,Quentin picks his perfect movies,1.0,1.0,32,5,6.4,0,0,0,0,0
vid_39,Sanam Teri Kasam 2 Movie 2025 | Mawra Hocane | Harshvardhan Rane | Vijay Raaz | HD Review & Facts |,Sanam Teri Kasam 2 Movie 2025   Mawra Hocane   Harshvardhan Rane   Vijay Raaz   HD Review   Facts  ,0.0,0.0,99,15,6.6,0,0,0,0,0
vid_40,NEW SOUTH INDIAN MOVIES DUBBED IN HINDI 2025 FULL HD - VIJAY THALAPATHY NEW SOUTH MOVIE HINDI MASTER,NEW SOUTH INDIAN MOVIES DUBBED IN HINDI 2025 FULL HD   VIJAY THALAPATHY NEW SOUTH MOVIE HINDI MASTER,0.20757575757575755,0.4863636363636364,100,17,5.882352941176471,0,0,0,0,0
vid_41,Finding Best Movies Part 115 🎥 The Rookie #shorts #celebrity #movieclips #fyp #viral #shortvideo,Finding Best Movies Part 115   The Rookie shorts celebrity movieclips fyp viral shortvideo,1.0,0.3,90,13,6.923076923076923,1,6,0,0,1
vid_42,Can the witch find the little boy#shorts#foryou#film#movie#movies #movieclips#viralvideo #video,Can the witch find the little boyshortsforyoufilmmoviemovies movieclipsviralvideo video,-0.1875,0.5,87,9,9.666666666666666,1,8,0,0,1
vid_43,bhoomi 😰 bollywood movies explained in hindi #shorts_#shortsfeed,bhoomi   bollywood movies explained in hindi shorts shortsfeed,0.0,0.0,62,8,7.75,1,2,0,0,1
vid_44,Father Love 🥺🥺 ||                                            #lucky bhaskar movie,Father Love                                                  lucky bhaskar movie,0.41666666666666663,0.7166666666666667,80,5,16.0,1,1,0,0,0
vid_45,"Michael Jai White vs. Van Damme (Action, Crimen) Peliculas Completas en Español",Michael Jai White vs  Van Damme  Action  Crimen  Peliculas Completas en Espa ol,0.05,0.05,79,13,6.076923076923077,0,0,0,0,0
vid_46,Sanjay Dutt remembering Agneepath 🔥😯#sanjaydutt #legend #sanjubaba #bollywood #movies #shorts,Sanjay Dutt remembering Agneepath   sanjaydutt legend sanjubaba bollywood movies shorts,0.0,0.0,87,10,8.7,1,6,0,0,1
vid_47,Movies' Mistakes That You Didn't Notice #hunteronamazonminitv,Movies  Mistakes That You Didn t Notice hunteronamazonminitv,0.0,0.0,60,8,7.5,1,1,0,0,0
vid_48,Behind the Scenes: Inside a virtual movie production set with DJI Ronin 2 🎬 @thecinemajunkies,Behind the Scenes  Inside a virtual movie production set with DJI Ronin 2    thecinemajunkies,-0.4,0.7,93,14,6.642857142857143,0,0,0,0,0
vid_49,Who is better actor 🙏🔥#amitabhbachchan #shatrughan_sinha #legends #bollywood #movies #shorts,Who is better actor   amitabhbachchan shatrughan sinha legends bollywood movies shorts,0.5,0.5,86,11,7.818181818181818,1,6,0,0,1
vid_50,Are zombies also racist?#shorts #movie,Are zombies also racist shorts movie,0.0,0.0,36,6,6.0,1,2,1,0,1
vid_51,Bigil movie: Reel 🆚 Real #vijaythalapathy #trending #shortvideo #shorts #youtubeshorts #viral,Bigil movie  Reel   Real vijaythalapathy trending shortvideo shorts youtubeshorts viral,0.2,0.30000000000000004,87,10,8.7,1,6,0,0,1
vid_52,Cinema in 2050,Cinema in 2050,0.0,0.0,14,3,4.666666666666667,0,0,0,0,0
vid_53,Actors Who Were Not Actually Acting,Actors Who Were Not Actually Acting,0.0,0.0,35,6,5.833333333333333,0,0,0,0,0
vid_54,अजगर मगरमच्छ 😱 l Crawl full movie explained in Hindi/Urdu #shorts,               l Crawl full movie explained in Hindi Urdu shorts,0.35,0.55,64,9,7.111111111111111,1,1,0,0,1
vid_55,One of my favorite movies of all time #movies #shorts,One of my favorite movies of all time movies shorts,0.5,1.0,51,10,5.1,1,2,0,0,1
vid_56,hollywood movie sonic full movie hindi dubbed #short #movie #explain,hollywood movie sonic full movie hindi dubbed short movie explain,0.175,0.42500000000000004,65,10,6.5,1,3,0,0,0
vid_57,Jean-Claude Van Damme | Knock Off (Action) Full Movie,Jean Claude Van Damme   Knock Off  Action  Full Movie,0.22499999999999998,0.325,53,9,5.888888888888889,0,0,0,0,0
vid_58,“Kalashnikov Test Fire.” | Kalashnikov AK-47 (2020) #shorts #kalashnikov #movie #movies #war #ww2, Kalashnikov Test Fire     Kalashnikov AK 47  2020  shorts kalashnikov movie movies war ww2,0.0,0.0,91,13,7.0,1,6,0,0,1
vid_59,Gopichand's Pantham (2018) Chor Nahi Super Chor - New Release South Action Movie Hindi Dubbed,Gopichand s Pantham  2018  Chor Nahi Super Chor   New Release South Action Movie Hindi Dubbed,0.1898989898989899,0.4070707070707071,93,15,6.2,0,0,0,0,0
vid_60,AIRLIFT (Full Movie): Akshay Kumar | Nimrat Kaur | Raja Krishna Menon | Hindi Movie | Bhushan Kumar,AIRLIFT  Full Movie   Akshay Kumar   Nimrat Kaur   Raja Krishna Menon   Hindi Movie   Bhushan Kumar,0.35,0.55,99,14,7.071428571428571,0,0,0,0,0
vid_61,car touching game 911 movie hindi dubbed #short #movie #explained,car touching game 911 movie hindi dubbed short movie explained,0.033333333333333326,0.39999999999999997,62,10,6.2,1,3,0,0,0
vid_62,Best Malayalam movies 2024#bramayugam#premalu#kishkindhakaand#manjummelboys#malayalam#pushpa2review,Best Malayalam movies 2024bramayugampremalukishkindhakaandmanjummelboysmalayalampushpa2review,1.0,0.3,93,4,23.25,1,6,0,0,0
vid_63,"Zombie Reddy Full Movie | 2024 Teja Sajja Latest Action Movies | Daksha Nagarkar, Anandhi",Zombie Reddy Full Movie   2024 Teja Sajja Latest Action Movies   Daksha Nagarkar  Anandhi,0.31666666666666665,0.5166666666666667,89,13,6.846153846153846,0,0,0,0,0
vid_64,Train to become a Superman#movies#USA,Train to become a SupermanmoviesUSA,0.0,0.0,35,5,7.0,1,2,0,0,0
vid_65,"Family Heist | Terry Crews (Brooklyn 99), Retta (Good GIrls) | COMEDY | Full Movie in English",Family Heist   Terry Crews  Brooklyn 99   Retta  Good GIrls    COMEDY   Full Movie in English,0.3499999999999999,0.38333333333333336,93,14,6.642857142857143,0,0,0,0,0
vid_66,south movie odela railway station full movie hindi explained #short #movie #southmovie,south movie odela railway station full movie hindi explained short movie southmovie,0.175,0.42500000000000004,83,12,6.916666666666667,1,3,0,0,0
vid_67,The Inside Job | ACTION | Full Movie,The Inside Job   ACTION   Full Movie,0.22499999999999998,0.325,36,6,6.0,0,0,0,0,0
vid_68,This is the fate of those who use violence to prove that they still have authority.#movie #shorts,This is the fate of those who use violence to prove that they still have authority movie shorts,0.0,0.0,95,18,5.277777777777778,1,2,0,0,1
vid_69,Amy Adams - I’ll take you from Behind,Amy Adams   I ll take you from Behind,-0.4,0.7,37,8,4.625,0,0,0,0,0
vid_70,"2025 Action Movie! An elite sniper lurks beneath the water, takes out terrorists in a blink!",2025 Action Movie  An elite sniper lurks beneath the water  takes out terrorists in a blink ,0.1,0.1,92,16,5.75,0,0,0,1,0
vid_71,What Movies Look Like Behind the Scenes,What Movies Look Like Behind the Scenes,-0.4,0.7,39,7,5.571428571428571,0,0,0,0,0
vid_72,Ek Bahu Aisi Bhi | एक बहू ऐसी भी | New Bhojpuri Movie,Ek Bahu Aisi Bhi                   New Bhojpuri Movie,0.13636363636363635,0.45454545454545453,53,7,7.571428571428571,0,0,0,0,0
vid_73,Reality Of Movies,Reality Of Movies,0.0,0.0,17,3,5.666666666666667,0,0,0,0,0
vid_74,STALLONE'S CRAZIEST MOVIE EVER! | THE EXPENDABLES 3 (2014),STALLONE S CRAZIEST MOVIE EVER    THE EXPENDABLES 3  2014 ,0.0,0.0,58,9,6.444444444444445,0,0,0,1,0
vid_75,one of my favorite movies of all time#movie #shorts,one of my favorite movies of all timemovie shorts,0.5,1.0,49,9,5.444444444444445,1,2,0,0,1
vid_76,Srinivasa Kalyanam | পবিত্র বন্ধন | New Tamil Movie Bangla Dubbed 2025 | Nithiin | Raashi Khanna,Srinivasa Kalyanam                  New Tamil Movie Bangla Dubbed 2025   Nithiin   Raashi Khanna,0.13636363636363635,0.45454545454545453,96,11,8.727272727272727,0,0,0,0,0
vid_77,Lost in Love | Full Romance Movie | Sara Fletcher | Nick Ferry,Lost in Love   Full Romance Movie   Sara Fletcher   Nick Ferry,0.425,0.575,62,10,6.2,0,0,0,0,0
vid_78,Tamilnadu Takes The Lead | Bigil | Vijay | Nayanthara | Atlee | #shorts,Tamilnadu Takes The Lead   Bigil   Vijay   Nayanthara   Atlee   shorts,0.0,0.0,70,9,7.777777777777778,1,1,0,0,1
vid_79,Technoblade Minecraft Movie Cameo,Technoblade Minecraft Movie Cameo,0.0,0.0,33,4,8.25,0,0,0,0,0
vid_80,Watching Movies Over The Years @davidmatthew_ #shortsfeed,Watching Movies Over The Years  davidmatthew  shortsfeed,0.0,0.0,56,7,8.0,1,1,0,0,1
vid_81,Zeus Flicks Thor 🥶 | Thor Love and Thunder #movies,Zeus Flicks Thor     Thor Love and Thunder movies,0.5,0.6,49,8,6.125,1,1,0,0,0
vid_82,Horror movie part -2 🥰 #shorts #comedy #achayanarmyfamily,Horror movie part  2   shorts comedy achayanarmyfamily,0.0,0.0,54,7,7.714285714285714,1,3,0,0,1
vid_83,south movie chaturam full movie hindi dubbed #short #movie #explain,south movie chaturam full movie hindi dubbed short movie explain,0.175,0.42500000000000004,64,10,6.4,1,3,0,0,0
vid_84,WOWW SONIC TEAM IN SQUIDGAME  #knuckles #tails   #sonic3 #squidgame2 #shadow,WOWW SONIC TEAM IN SQUIDGAME  knuckles tails   sonic3 squidgame2 shadow,0.0,0.0,71,10,7.1,1,5,0,0,0
vid_85,menikah dengan standing photo#film #wajibnonton #alurcerita#movie#movies,menikah dengan standing photofilm wajibnonton alurceritamoviemovies,0.0,0.0,67,6,11.166666666666666,1,5,0,0,0
vid_86,AIR BUD - Official Movie,AIR BUD   Official Movie,0.0,0.0,24,4,6.0,0,0,0,0,0
vid_87,Movies coming out in 2027…🤔 #nostalgia,Movies coming out in 2027   nostalgia,0.0,0.0,37,6,6.166666666666667,1,1,0,0,0
vid_88,Bollywood के सबसे अमीर Bodyguards | ByBolly_tube,Bollywood              Bodyguards   ByBolly tube,0.0,0.0,48,4,12.0,0,0,0,0,0
vid_89,"Estos niños no son normales, sus ojos brillan y controlan #movies",Estos ni os no son normales  sus ojos brillan y controlan movies,0.0,0.0,64,12,5.333333333333333,1,1,0,0,0
vid_90,"Garadi (2025) New Released South Action Hindi Dubbed Movie | Darshan, Yashas Surya, Sonal Monteiro",Garadi  2025  New Released South Action Hindi Dubbed Movie   Darshan  Yashas Surya  Sonal Monteiro,0.11818181818181818,0.2772727272727273,98,14,7.0,0,0,0,0,0
vid_91,Pushpa 2 The Rule Full Movie InHindiDubbed |Allu Arjun |Rashmika MandannalFahadFacts & Review,Pushpa 2 The Rule Full Movie InHindiDubbed  Allu Arjun  Rashmika MandannalFahadFacts   Review,0.35,0.55,93,12,7.75,0,0,0,0,0
vid_92,Top 6 Horror Movies 2023 🥵😱 [ New Horror Movies 2023 ] #shorts #scary #movies #2023,Top 6 Horror Movies 2023      New Horror Movies 2023   shorts scary movies 2023,0.04545454545454545,0.6515151515151515,79,13,6.076923076923077,1,4,0,0,1
vid_93,Mistakes You MISSED In The Minecraft Movie😰,Mistakes You MISSED In The Minecraft Movie ,0.0,0.0,43,7,6.142857142857143,0,0,0,0,0
vid_94,Alluarha In Shaakuntalam Movie || #shorts #telugu #movies,Alluarha In Shaakuntalam Movie    shorts telugu movies,0.0,0.0,54,7,7.714285714285714,1,3,0,0,1
vid_95,"Sai Pallavi & Nani's Superhit Romantic Action Hindi Dubbed Full Movie ""RECOIL"" | South Movie",Sai Pallavi   Nani s Superhit Romantic Action Hindi Dubbed Full Movie  RECOIL    South Movie,0.15,0.3833333333333333,92,14,6.571428571428571,0,0,0,0,0
vid_96,"Degree Maila (M.A 3rd Class), FULL MOVIE- Dayahang Rai - Bijay Baral - Aanchal Sharma | Nepali Movie",Degree Maila  M A 3rd Class   FULL MOVIE  Dayahang Rai   Bijay Baral   Aanchal Sharma   Nepali Movie,0.175,0.275,100,16,6.25,0,0,0,0,0
vid_97,wanita melakukan kecurangan #wajibnonton #alurcerita #film #movie #movies,wanita melakukan kecurangan wajibnonton alurcerita film movie movies,0.0,0.0,68,8,8.5,1,5,0,0,0
vid_98,THUGESH on Why South Indian Movies are better than Bollywood @Thugesh @realthugesh@UnfilteredThugesh,THUGESH on Why South Indian Movies are better than Bollywood  Thugesh  realthugesh UnfilteredThugesh,0.5,0.5,100,13,7.6923076923076925,0,0,0,0,0
vid_99,Allu Arjun - New Released South Movie Dubbed In Hindi | South Blockbuster Action Movie,Allu Arjun   New Released South Movie Dubbed In Hindi   South Blockbuster Action Movie,0.11818181818181818,0.2772727272727273,86,13,6.615384615384615,0,0,0,0,0
vid_100,उस अजगर साप ने बच्चे को बचाया 😱 l hollywood movie explained in Hindi/Urdu #shorts,                                l hollywood movie explained in Hindi Urdu shorts,0.0,0.0,80,8,10.0,1,1,0,0,1
vid_101,[Last Part] South Vaazhai Hindi Dubbed Movie 🎬 #shorts @guddoexplain #movie, Last Part  South Vaazhai Hindi Dubbed Movie   shorts  guddoexplain movie,0.0,0.06666666666666667,73,10,7.3,1,2,0,0,1
vid_102,"No. 1 Businessman (2012) - Hindi Dubbed Movie With English Subtitle - Mahesh Babu, Kajal Agarwal",No  1 Businessman  2012    Hindi Dubbed Movie With English Subtitle   Mahesh Babu  Kajal Agarwal,0.0,0.0,96,14,6.857142857142857,0,0,0,0,0
vid_103,New Snow White Movie in 1 Minute,New Snow White Movie in 1 Minute,0.06818181818181818,0.22727272727272727,32,7,4.571428571428571,0,0,0,0,0
vid_104,"Ramabanam Full Action Movie Dubebd In Hindi | Macho Star Gopichand, Dimple Hayathi, Jagapathi Babu",Ramabanam Full Action Movie Dubebd In Hindi   Macho Star Gopichand  Dimple Hayathi  Jagapathi Babu,0.22499999999999998,0.325,98,14,7.0,0,0,0,0,0
vid_105,Watching movies with parents! (4k memes) #shorts,Watching movies with parents   4k memes  shorts,0.0,0.0,47,7,6.714285714285714,1,1,0,1,1
vid_106,Flipped (2010),Flipped  2010 ,0.0,0.0,14,2,7.0,0,0,0,0,0
vid_107,New South Indian Movies Dubbed in Hindi 2025 Full | Ramcharan New Blockbuster Movie 2025,New South Indian Movies Dubbed in Hindi 2025 Full   Ramcharan New Blockbuster Movie 2025,0.20757575757575755,0.4863636363636364,88,14,6.285714285714286,0,0,0,0,0
vid_108,The Owl Woman :  New Action Movie 2025 | Angelina Jolie | Full Movie | 4K Ultra #actionmovies,The Owl Woman    New Action Movie 2025   Angelina Jolie   Full Movie   4K Ultra actionmovies,0.19545454545454544,0.36818181818181817,92,14,6.571428571428571,1,1,0,0,0
vid_109,Best Movies of All Time,Best Movies of All Time,1.0,0.3,23,5,4.6,0,0,0,0,0
vid_110,Top 10 action movies 2023 #shorts #top10 #actionmovies,Top 10 action movies 2023 shorts top10 actionmovies,0.3,0.3,51,8,6.375,1,3,0,0,1
vid_111,Allu Arjun | New Released South Indian Hindi Dubbed Action Movie | South Movie In Hindi Movie,Allu Arjun   New Released South Indian Hindi Dubbed Action Movie   South Movie In Hindi Movie,0.11818181818181818,0.2772727272727273,93,15,6.2,0,0,0,0,0
vid_112,Badki Bhabhi - FULL MOVIE | Anjana Singh | Vinit Vishal | New Bhojpuri Movie 2025,Badki Bhabhi   FULL MOVIE   Anjana Singh   Vinit Vishal   New Bhojpuri Movie 2025,0.24318181818181817,0.5022727272727273,81,12,6.75,0,0,0,0,0
vid_113,Om Bheem Bush Movie | Hindi Dubbed Movies 2025 | Sree Vishnu | Priyadarshi | Hindi Movie,Om Bheem Bush Movie   Hindi Dubbed Movies 2025   Sree Vishnu   Priyadarshi   Hindi Movie,0.0,0.0,88,13,6.769230769230769,0,0,0,0,0
vid_114,Finding Best Movies Part 130 🎥 Switched at Birth #shorts #celebrity #movieclips #fyp #viral,Finding Best Movies Part 130   Switched at Birth shorts celebrity movieclips fyp viral,1.0,0.3,86,13,6.615384615384615,1,5,0,0,1
vid_115,Shahrukh Khan Zero Movie Shooting 😱 | Behind The Scenes #srk #shorts,Shahrukh Khan Zero Movie Shooting     Behind The Scenes srk shorts,-0.4,0.7,66,10,6.6,1,2,0,0,1
vid_116,I Visited the Minecraft Movie set,I Visited the Minecraft Movie set,0.0,0.0,33,6,5.5,0,0,0,0,0
vid_117,Gopichand's ROYAL BHIMA - Blockbuster Hindi Dubbed Full Movie | Jagapathi Babu | South Action Movie,Gopichand s ROYAL BHIMA   Blockbuster Hindi Dubbed Full Movie   Jagapathi Babu   South Action Movie,0.22499999999999998,0.325,99,14,7.071428571428571,0,0,0,0,0
vid_118,"Baby John (2024) Latest Hindi Full Movie | Starring Varun Dhawan, Keerthy Suresh, Wamiqa Gabbi",Baby John  2024  Latest Hindi Full Movie   Starring Varun Dhawan  Keerthy Suresh  Wamiqa Gabbi,0.425,0.7250000000000001,94,14,6.714285714285714,0,0,0,0,0
vid_119,Salman is the Real Star 🔥😯Ft.#aamirkhan #salmankhan #bollywood #movies #legends #shorts,Salman is the Real Star   Ft aamirkhan salmankhan bollywood movies legends shorts,0.2,0.30000000000000004,81,12,6.75,1,6,0,0,1
vid_120,Prabhas & Srileela Thriller Action Movie 2025 - Yodha No 1 - South Indian Hindi Dubbed Movies in HD,Prabhas   Srileela Thriller Action Movie 2025   Yodha No 1   South Indian Hindi Dubbed Movies in HD,0.1,0.1,99,16,6.1875,0,0,0,0,0
vid_121,Maleficent affirmed Phillip’s sincerity #shorts#foryou#film#movie#movies#viralvideo#video#movieclips,Maleficent affirmed Phillip s sincerity shortsforyoufilmmoviemoviesviralvideovideomovieclips,0.0,0.0,92,6,15.333333333333334,1,8,0,0,1
vid_122,Minecraft Movie Review (no spoilers),Minecraft Movie Review  no spoilers ,0.0,0.0,36,5,7.2,0,0,0,0,0
vid_123,un woman hindi movie dubbed | part-5 | #shorts #movie,un woman hindi movie dubbed   part 5   shorts movie,0.0,0.0,51,9,5.666666666666667,1,2,0,0,1
vid_124,A woman trapped with an alien in a lighthouse😢 | Movie Recap #shorts #movierecap #viral,A woman trapped with an alien in a lighthouse    Movie Recap shorts movierecap viral,-0.225,0.375,84,14,6.0,1,3,0,0,1
vid_125,Top 5 best comedy movies #shorts #viral #shortsvideo #youtubeshorts #bollywood #comedy,Top 5 best comedy movies shorts viral shortsvideo youtubeshorts bollywood comedy,0.75,0.4,80,11,7.2727272727272725,1,6,0,0,1
vid_126,My Teacher's Wife | COMEDY | Full Movie,My Teacher s Wife   COMEDY   Full Movie,0.35,0.55,39,7,5.571428571428571,0,0,0,0,0
vid_127,लड़की फस गई। New Movie Explained In Hindi,             New Movie Explained In Hindi,0.13636363636363635,0.45454545454545453,41,5,8.2,0,0,0,0,0
vid_128,LOL Stand Up: 24/7 Stand Up Comedy,LOL Stand Up  24 7 Stand Up Comedy,0.8,0.7,34,8,4.25,0,0,0,0,0
vid_129,Movie Theaters Are Fed Up With The Minecraft Movie 😭,Movie Theaters Are Fed Up With The Minecraft Movie  ,0.0,0.0,52,9,5.777777777777778,0,0,0,0,0
vid_130,New South Indian Movies Dubbed in Hindi 2025 Full | Latest New South Action Blockbuster Movie 2025,New South Indian Movies Dubbed in Hindi 2025 Full   Latest New South Action Blockbuster Movie 2025,0.24454545454545454,0.4918181818181819,98,16,6.125,0,0,0,0,0
vid_131,Bulli Raju Making Fun With Vishwak Sen | Laila Movie | Sankrathiki vastunam | Always Cinema,Bulli Raju Making Fun With Vishwak Sen   Laila Movie   Sankrathiki vastunam   Always Cinema,0.3,0.2,91,13,7.0,0,0,0,0,0
vid_132,saree love status || court movie status || premalo song status  || telugu status || love songs ||,saree love status    court movie status    premalo song status     telugu status    love songs   ,0.5,0.6,97,13,7.461538461538462,0,0,0,0,0
